what,kind,bundleId,bundleVersion,description,time
locale,sysinfo,,,"de_DE",1312805014828
processors,sysinfo,,,"2",1312805014828
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1312805014828
java.runtime.version,sysinfo,,,"1.6.0_19-b04",1312805014828
java.specification.name,sysinfo,,,"Java Platform API Specification",1312805014828
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1312805014828
java.specification.version,sysinfo,,,"1.6",1312805014828
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1312805014828
java.version,sysinfo,,,"1.6.0_19",1312805014828
java.vm.info,sysinfo,,,"mixed mode, sharing",1312805014828
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1312805014828
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1312805014828
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1312805014828
java.vm.specification.version,sysinfo,,,"1.0",1312805014828
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1312805014828
java.vm.version,sysinfo,,,"16.2-b04",1312805014828
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1312805022624
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1312805023576
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1312805024465
closed,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1312805024574
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.406.v200903031852,"org.eclipse.jst.ws.axis.creation.ui",1312805024975
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.405.v200901261650,"org.eclipse.jst.ws.axis.consumption.ui",1312805024991
